Bairro;Data;Acidentes de Trânsito
Nova Mirim;01.10.2015;3
Anhanguera;01.10.2015;3
Quietude;01.10.2015;4
Santa Marina;01.10.2015;0
Tupiry;01.10.2015;3
Antártica;01.10.2015;4
Vila Sônia;01.10.2015;7
Glória;01.10.2015;6
Sítio do Campo;01.10.2015;5
Xixová;01.10.2015;14
Serra do Mar;01.10.2015;0
Não Informado;01.10.2015;0
Militar;01.10.2016;0
Canto do Forte;01.10.2016;8
Boqueirão;01.10.2016;20
Guilhermina;01.10.2016;14
Aviação;01.10.2016;11
Tupi;01.10.2016;11
Ocian;01.10.2016;10
Mirim;01.10.2016;7
Maracanã;01.10.2016;2
Caiçara;01.10.2016;7
Real ;01.10.2016;1
Flórida;01.10.2016;1
Solemar;01.10.2016;1
Cidade da Criança;01.10.2016;2
Princesa;01.10.2016;1
Imperador;01.10.2016;0
Melvi;01.10.2016;2
Samambaia;01.10.2016;5
Esmeralda;01.10.2016;4
Ribeirópolis;01.10.2016;0
Andaraguá;01.10.2016;0
Nova Mirim;01.10.2016;3
Anhanguera;01.10.2016;6
Quietude;01.10.2016;4
Santa Marina;01.10.2016;0
Tupiry;01.10.2016;3
Antártica;01.10.2016;4
Vila Sônia;01.10.2016;4
Glória;01.10.2016;2
Sítio do Campo;01.10.2016;18
Xixová;01.10.2016;1
Serra do Mar;01.10.2016;0
Não Informado;01.10.2016;0
Militar;01.10.2017;0
Canto do Forte;01.10.2017;4
Boqueirão;01.10.2017;21
Guilhermina;01.10.2017;25
Aviação;01.10.2017;6
Tupi;01.10.2017;14
Ocian;01.10.2017;9
Mirim;01.10.2017;8
Maracanã;01.10.2017;3
Caiçara;01.10.2017;9
Real ;01.10.2017;0
Flórida;01.10.2017;1
Solemar;01.10.2017;0
Cidade da Criança;01.10.2017;0
Princesa;01.10.2017;0
Imperador;01.10.2017;0
Melvi;01.10.2017;0
Samambaia;01.10.2017;5
Esmeralda;01.10.2017;3
Ribeirópolis;01.10.2017;1
Andaraguá;01.10.2017;0
Nova Mirim;01.10.2017;4
Anhanguera;01.10.2017;2
Quietude;01.10.2017;6
Santa Marina;01.10.2017;0
Tupiry;01.10.2017;4
Antártica;01.10.2017;2
Vila Sônia;01.10.2017;4
Glória;01.10.2017;2
Sítio do Campo;01.10.2017;10
Xixová;01.10.2017;2
Serra do Mar;01.10.2017;0
Não Informado;01.10.2017;0
Militar;01.10.2018;0
Canto do Forte;01.10.2018;5
Boqueirão;01.10.2018;8
Guilhermina;01.10.2018;11
Aviação;01.10.2018;8
Tupi;01.10.2018;9
Ocian;01.10.2018;7
Mirim;01.10.2018;7
Maracanã;01.10.2018;0
Caiçara;01.10.2018;4
Real ;01.10.2018;1
Flórida;01.10.2018;1
Solemar;01.10.2018;0
Cidade da Criança;01.10.2018;0
Princesa;01.10.2018;0
Imperador;01.10.2018;0
Melvi;01.10.2018;0
Samambaia;01.10.2018;4
Esmeralda;01.10.2018;2
Ribeirópolis;01.10.2018;1
Andaraguá;01.10.2018;0
Nova Mirim;01.10.2018;4
Anhanguera;01.10.2018;2
Quietude;01.10.2018;1
Santa Marina;01.10.2018;0
Tupiry;01.10.2018;1
Antártica;01.10.2018;0
Vila Sônia;01.10.2018;0
Glória;01.10.2018;0
Sítio do Campo;01.10.2018;5
Xixová;01.10.2018;3
Serra do Mar;01.10.2018;0
Não Informado;01.10.2018;1
Militar;01.10.2019;0
Canto do Forte;01.10.2019;6
Boqueirão;01.10.2019;18
Guilhermina;01.10.2019;14
Aviação;01.10.2019;3
Tupi;01.10.2019;5
Ocian;01.10.2019;2
Mirim;01.10.2019;6
Maracanã;01.10.2019;1
Caiçara;01.10.2019;4
Real ;01.10.2019;2
Flórida;01.10.2019;0
Solemar;01.10.2019;2
Cidade da Criança;01.10.2019;0
Princesa;01.10.2019;0
Imperador;01.10.2019;0
Melvi;01.10.2019;4
Samambaia;01.10.2019;4
Esmeralda;01.10.2019;3
Ribeirópolis;01.10.2019;3
Andaraguá;01.10.2019;0
Nova Mirim;01.10.2019;1
Anhanguera;01.10.2019;1
Quietude;01.10.2019;0
Santa Marina;01.10.2019;0
Tupiry;01.10.2019;1
Antártica;01.10.2019;1
Vila Sônia;01.10.2019;3
Glória;01.10.2019;2
Sítio do Campo;01.10.2019;6
Xixová;01.10.2019;8
Serra do Mar;01.10.2019;0
Não Informado;01.10.2019;0
Militar;01.10.2020;0
Canto do Forte;01.10.2020;8
Boqueirão;01.10.2020;9
Guilhermina;01.10.2020;7
Aviação;01.10.2020;2
Tupi;01.10.2020;5
Ocian;01.10.2020;6
Mirim;01.10.2020;2
Maracanã;01.10.2020;3
Caiçara;01.10.2020;8
Real ;01.10.2020;2
Flórida;01.10.2020;0
Solemar;01.10.2020;1
Cidade da Criança;01.10.2020;0
Princesa;01.10.2020;0
Imperador;01.10.2020;0
Melvi;01.10.2020;0
Samambaia;01.10.2020;5
Esmeralda;01.10.2020;1
Ribeirópolis;01.10.2020;4
Andaraguá;01.10.2020;1
Nova Mirim;01.10.2020;1
Anhanguera;01.10.2020;1
Quietude;01.10.2020;1
Santa Marina;01.10.2020;0
Tupiry;01.10.2020;0
Antártica;01.10.2020;8
Vila Sônia;01.10.2020;2
Glória;01.10.2020;1
Sítio do Campo;01.10.2020;6
Xixová;01.10.2020;1
Serra do Mar;01.10.2020;0
Não Informado;01.10.2020;2
Militar;01.10.2021;0
Canto do Forte;01.10.2021;3
Boqueirão;01.10.2021;11
Guilhermina;01.10.2021;11
Aviação;01.10.2021;3
Tupi;01.10.2021;8
Ocian;01.10.2021;4
Mirim;01.10.2021;3
Maracanã;01.10.2021;1
Caiçara;01.10.2021;4
Real ;01.10.2021;2
Flórida;01.10.2021;0
Solemar;01.10.2021;0
Cidade da Criança;01.10.2021;0
Princesa;01.10.2021;0
Imperador;01.10.2021;0
Melvi;01.10.2021;0
Samambaia;01.10.2021;6
Esmeralda;01.10.2021;1
Ribeirópolis;01.10.2021;1
Andaraguá;01.10.2021;0
Nova Mirim;01.10.2021;0
Anhanguera;01.10.2021;1
Quietude;01.10.2021;2
Santa Marina;01.10.2021;0
Tupiry;01.10.2021;0
Antártica;01.10.2021;2
Vila Sônia;01.10.2021;3
Glória;01.10.2021;1
Sítio do Campo;01.10.2021;12
Xixová;01.10.2021;4
Serra do Mar;01.10.2021;0
Não Informado;01.10.2021;1
Militar;01.11.2013;0
Canto do Forte;01.11.2013;6
Boqueirão;01.11.2013;27
Guilhermina;01.11.2013;20
Aviação;01.11.2013;9
Tupi;01.11.2013;10
Ocian;01.11.2013;6
Mirim;01.11.2013;3
Maracanã;01.11.2013;0
Caiçara;01.11.2013;0
Real ;01.11.2013;0
Flórida;01.11.2013;0
Solemar;01.11.2013;0
Cidade da Criança;01.11.2013;0
Princesa;01.11.2013;0
Imperador;01.11.2013;0
Melvi;01.11.2013;0
Samambaia;01.11.2013;0
Esmeralda;01.11.2013;0
Ribeirópolis;01.11.2013;0
Andaraguá;01.11.2013;0
Nova Mirim;01.11.2013;2
Anhanguera;01.11.2013;2
Quietude;01.11.2013;4
Santa Marina;01.11.2013;0
Tupiry;01.11.2013;0
Antártica;01.11.2013;5
Vila Sônia;01.11.2013;9
Glória;01.11.2013;5
Sítio do Campo;01.11.2013;8
Xixová;01.11.2013;7
Serra do Mar;01.11.2013;0
Não Informado;01.11.2013;0
Militar;01.11.2014;0
Canto do Forte;01.11.2014;8
Boqueirão;01.11.2014;11
Guilhermina;01.11.2014;20
Aviação;01.11.2014;6
Tupi;01.11.2014;5
Ocian;01.11.2014;3
Mirim;01.11.2014;2
Maracanã;01.11.2014;2
Caiçara;01.11.2014;1
Real ;01.11.2014;0
Flórida;01.11.2014;0
Solemar;01.11.2014;0
Cidade da Criança;01.11.2014;0
Princesa;01.11.2014;0
Imperador;01.11.2014;0
Melvi;01.11.2014;1
Samambaia;01.11.2014;1
Esmeralda;01.11.2014;0
Ribeirópolis;01.11.2014;1
Andaraguá;01.11.2014;0
Nova Mirim;01.11.2014;4
Anhanguera;01.11.2014;4
Quietude;01.11.2014;3
Santa Marina;01.11.2014;0
Tupiry;01.11.2014;1
Antártica;01.11.2014;3
Vila Sônia;01.11.2014;2
Glória;01.11.2014;1
Sítio do Campo;01.11.2014;10
Xixová;01.11.2014;17
Serra do Mar;01.11.2014;0
Não Informado;01.11.2014;0
Militar;01.11.2015;0
Canto do Forte;01.11.2015;8
Boqueirão;01.11.2015;19
Guilhermina;01.11.2015;18
Aviação;01.11.2015;5
Tupi;01.11.2015;12
Ocian;01.11.2015;4
Mirim;01.11.2015;10
Maracanã;01.11.2015;2
Caiçara;01.11.2015;11
Real ;01.11.2015;1
Flórida;01.11.2015;0
Solemar;01.11.2015;2
Cidade da Criança;01.11.2015;0
Princesa;01.11.2015;0
Imperador;01.11.2015;0
Melvi;01.11.2015;6
Samambaia;01.11.2015;11
Esmeralda;01.11.2015;0
Ribeirópolis;01.11.2015;0
Andaraguá;01.11.2015;0
Nova Mirim;01.11.2015;2
Anhanguera;01.11.2015;6
Quietude;01.11.2015;5
Santa Marina;01.11.2015;0
Tupiry;01.11.2015;3
Antártica;01.11.2015;5
Vila Sônia;01.11.2015;2
Glória;01.11.2015;5
Sítio do Campo;01.11.2015;7
Xixová;01.11.2015;24
Serra do Mar;01.11.2015;0
Não Informado;01.11.2015;0
Militar;01.11.2016;0
Canto do Forte;01.11.2016;6
Boqueirão;01.11.2016;17
Guilhermina;01.11.2016;21
Aviação;01.11.2016;5
Tupi;01.11.2016;9
Ocian;01.11.2016;11
Mirim;01.11.2016;8
Maracanã;01.11.2016;6
Caiçara;01.11.2016;8
Real ;01.11.2016;3
Flórida;01.11.2016;0
Solemar;01.11.2016;1
Cidade da Criança;01.11.2016;1
Princesa;01.11.2016;0
Imperador;01.11.2016;0
Melvi;01.11.2016;2
Samambaia;01.11.2016;5
Esmeralda;01.11.2016;2
Ribeirópolis;01.11.2016;1
Andaraguá;01.11.2016;0
Nova Mirim;01.11.2016;4
Anhanguera;01.11.2016;5
Quietude;01.11.2016;5
Santa Marina;01.11.2016;0
Tupiry;01.11.2016;2
Antártica;01.11.2016;2
Vila Sônia;01.11.2016;2
Glória;01.11.2016;4
Sítio do Campo;01.11.2016;12
Xixová;01.11.2016;7
Serra do Mar;01.11.2016;0
Não Informado;01.11.2016;0
Militar;01.11.2017;0
Canto do Forte;01.11.2017;4
Boqueirão;01.11.2017;22
Guilhermina;01.11.2017;19
Aviação;01.11.2017;10
Tupi;01.11.2017;5
Ocian;01.11.2017;19
Mirim;01.11.2017;5
Maracanã;01.11.2017;2
Caiçara;01.11.2017;7
Real ;01.11.2017;0
Flórida;01.11.2017;1
Solemar;01.11.2017;0
Cidade da Criança;01.11.2017;1
Princesa;01.11.2017;1
Imperador;01.11.2017;0
Melvi;01.11.2017;3
Samambaia;01.11.2017;6
Esmeralda;01.11.2017;5
Ribeirópolis;01.11.2017;4
Andaraguá;01.11.2017;0
Nova Mirim;01.11.2017;3
Anhanguera;01.11.2017;10
Quietude;01.11.2017;3
Santa Marina;01.11.2017;0
Tupiry;01.11.2017;2
Antártica;01.11.2017;4
Vila Sônia;01.11.2017;1
Glória;01.11.2017;7
Sítio do Campo;01.11.2017;5
Xixová;01.11.2017;7
Serra do Mar;01.11.2017;0
Não Informado;01.11.2017;0
Militar;01.11.2018;0
Canto do Forte;01.11.2018;3
Boqueirão;01.11.2018;6
Guilhermina;01.11.2018;2
Aviação;01.11.2018;2
Tupi;01.11.2018;4
Ocian;01.11.2018;2
Mirim;01.11.2018;1
Maracanã;01.11.2018;0
Caiçara;01.11.2018;1
Real ;01.11.2018;0
Flórida;01.11.2018;0
Solemar;01.11.2018;0
Cidade da Criança;01.11.2018;0
Princesa;01.11.2018;0
Imperador;01.11.2018;0
Melvi;01.11.2018;0
Samambaia;01.11.2018;0
Esmeralda;01.11.2018;0
Ribeirópolis;01.11.2018;2
Andaraguá;01.11.2018;0
Nova Mirim;01.11.2018;1
Anhanguera;01.11.2018;0
Quietude;01.11.2018;1
Santa Marina;01.11.2018;0
Tupiry;01.11.2018;2
Antártica;01.11.2018;2
Vila Sônia;01.11.2018;0
Glória;01.11.2018;1
Sítio do Campo;01.11.2018;1
Xixová;01.11.2018;0
Serra do Mar;01.11.2018;0
Não Informado;01.11.2018;1
Militar;01.11.2019;0
Canto do Forte;01.11.2019;3
Boqueirão;01.11.2019;12
Guilhermina;01.11.2019;7
Aviação;01.11.2019;4
Tupi;01.11.2019;6
Ocian;01.11.2019;4
Mirim;01.11.2019;4
Maracanã;01.11.2019;4
Caiçara;01.11.2019;1
Real ;01.11.2019;0
Flórida;01.11.2019;1
Solemar;01.11.2019;1
Cidade da Criança;01.11.2019;1
Princesa;01.11.2019;0
Imperador;01.11.2019;0
Melvi;01.11.2019;2
Samambaia;01.11.2019;2
Esmeralda;01.11.2019;0
Ribeirópolis;01.11.2019;3
Andaraguá;01.11.2019;0
Nova Mirim;01.11.2019;1
Anhanguera;01.11.2019;2
Quietude;01.11.2019;0
Santa Marina;01.11.2019;0
Tupiry;01.11.2019;0
Antártica;01.11.2019;2
Vila Sônia;01.11.2019;1
Glória;01.11.2019;2
Sítio do Campo;01.11.2019;5
Xixová;01.11.2019;6
Serra do Mar;01.11.2019;0
Não Informado;01.11.2019;4
Militar;01.11.2020;0
Canto do Forte;01.11.2020;4
Boqueirão;01.11.2020;5
Guilhermina;01.11.2020;3
Aviação;01.11.2020;2
Tupi;01.11.2020;6
Ocian;01.11.2020;6
Mirim;01.11.2020;6
Maracanã;01.11.2020;6
Caiçara;01.11.2020;2
Real ;01.11.2020;0
Flórida;01.11.2020;0
Solemar;01.11.2020;1
Cidade da Criança;01.11.2020;1
Princesa;01.11.2020;0
Imperador;01.11.2020;0
Melvi;01.11.2020;1
Samambaia;01.11.2020;7
Esmeralda;01.11.2020;5
Ribeirópolis;01.11.2020;3
Andaraguá;01.11.2020;0
Nova Mirim;01.11.2020;0
Anhanguera;01.11.2020;4
Quietude;01.11.2020;2
Santa Marina;01.11.2020;0
Tupiry;01.11.2020;2
Antártica;01.11.2020;4
Vila Sônia;01.11.2020;0
Glória;01.11.2020;8
Sítio do Campo;01.11.2020;6
Xixová;01.11.2020;6
Serra do Mar;01.11.2020;0
Não Informado;01.11.2020;1
Militar;01.11.2021;0
Canto do Forte;01.11.2021;2
Boqueirão;01.11.2021;10
Guilhermina;01.11.2021;7
Aviação;01.11.2021;7
Tupi;01.11.2021;6
Ocian;01.11.2021;9
Mirim;01.11.2021;14
Maracanã;01.11.2021;1
Caiçara;01.11.2021;4
Real ;01.11.2021;1
Flórida;01.11.2021;0
Solemar;01.11.2021;1
Cidade da Criança;01.11.2021;1
Princesa;01.11.2021;0
Imperador;01.11.2021;0
Melvi;01.11.2021;0
Samambaia;01.11.2021;2
Esmeralda;01.11.2021;3
Ribeirópolis;01.11.2021;1
Andaraguá;01.11.2021;0
Nova Mirim;01.11.2021;0
Anhanguera;01.11.2021;0
Quietude;01.11.2021;1
Santa Marina;01.11.2021;0
Tupiry;01.11.2021;0
Antártica;01.11.2021;5
Vila Sônia;01.11.2021;2
Glória;01.11.2021;1
Sítio do Campo;01.11.2021;7
Xixová;01.11.2021;4
Serra do Mar;01.11.2021;0
Não Informado;01.11.2021;2
Militar;01.12.2013;0
Canto do Forte;01.12.2013;8
Boqueirão;01.12.2013;30
Guilhermina;01.12.2013;24
Aviação;01.12.2013;15
Tupi;01.12.2013;17
Ocian;01.12.2013;6
Mirim;01.12.2013;11
Maracanã;01.12.2013;0
Caiçara;01.12.2013;1
Real ;01.12.2013;0
Flórida;01.12.2013;0
Solemar;01.12.2013;0
Cidade da Criança;01.12.2013;0
Princesa;01.12.2013;0
Imperador;01.12.2013;0
Melvi;01.12.2013;0
Samambaia;01.12.2013;0
Esmeralda;01.12.2013;0
Ribeirópolis;01.12.2013;0
Andaraguá;01.12.2013;0
Nova Mirim;01.12.2013;4
Anhanguera;01.12.2013;5
Quietude;01.12.2013;4
Santa Marina;01.12.2013;0
Tupiry;01.12.2013;1
Antártica;01.12.2013;9
Vila Sônia;01.12.2013;4
Glória;01.12.2013;4
Sítio do Campo;01.12.2013;11
Xixová;01.12.2013;13
Serra do Mar;01.12.2013;0
Não Informado;01.12.2013;0
Militar;01.12.2014;0
Canto do Forte;01.12.2014;5
Boqueirão;01.12.2014;16
Guilhermina;01.12.2014;24
Aviação;01.12.2014;13
Tupi;01.12.2014;6
Ocian;01.12.2014;4
Mirim;01.12.2014;6
Maracanã;01.12.2014;0
Caiçara;01.12.2014;1
Real ;01.12.2014;0
Flórida;01.12.2014;0
Solemar;01.12.2014;1
Cidade da Criança;01.12.2014;0
Princesa;01.12.2014;0
Imperador;01.12.2014;0
Melvi;01.12.2014;0
Samambaia;01.12.2014;1
Esmeralda;01.12.2014;0
Ribeirópolis;01.12.2014;0
Andaraguá;01.12.2014;0
Nova Mirim;01.12.2014;3
Anhanguera;01.12.2014;3
Quietude;01.12.2014;5
Santa Marina;01.12.2014;0
Tupiry;01.12.2014;4
Antártica;01.12.2014;4
Vila Sônia;01.12.2014;2
Glória;01.12.2014;3
Sítio do Campo;01.12.2014;15
Xixová;01.12.2014;15
Serra do Mar;01.12.2014;0
Não Informado;01.12.2014;0
Militar;01.12.2015;0
Canto do Forte;01.12.2015;5
Boqueirão;01.12.2015;20
Guilhermina;01.12.2015;23
Aviação;01.12.2015;13
Tupi;01.12.2015;16
Ocian;01.12.2015;15
Mirim;01.12.2015;11
Maracanã;01.12.2015;3
Caiçara;01.12.2015;7
Real ;01.12.2015;5
Flórida;01.12.2015;0
Solemar;01.12.2015;1
Cidade da Criança;01.12.2015;0
Princesa;01.12.2015;0
Imperador;01.12.2015;0
Melvi;01.12.2015;4
Samambaia;01.12.2015;3
Esmeralda;01.12.2015;4
Ribeirópolis;01.12.2015;2
Andaraguá;01.12.2015;0
Nova Mirim;01.12.2015;1
Anhanguera;01.12.2015;4
Quietude;01.12.2015;4
Santa Marina;01.12.2015;0
Tupiry;01.12.2015;1
Antártica;01.12.2015;7
Vila Sônia;01.12.2015;5
Glória;01.12.2015;3
Sítio do Campo;01.12.2015;8
Xixová;01.12.2015;24
Serra do Mar;01.12.2015;0
Não Informado;01.12.2015;0
Militar;01.12.2016;0
Canto do Forte;01.12.2016;9
Boqueirão;01.12.2016;33
Guilhermina;01.12.2016;13
Aviação;01.12.2016;12
Tupi;01.12.2016;13
Ocian;01.12.2016;13
Mirim;01.12.2016;10
Maracanã;01.12.2016;4
Caiçara;01.12.2016;11
Real ;01.12.2016;6
Flórida;01.12.2016;1
Solemar;01.12.2016;3
Cidade da Criança;01.12.2016;2
Princesa;01.12.2016;1
Imperador;01.12.2016;0
Melvi;01.12.2016;2
Samambaia;01.12.2016;8
Esmeralda;01.12.2016;1
Ribeirópolis;01.12.2016;3
Andaraguá;01.12.2016;0
Nova Mirim;01.12.2016;2
Anhanguera;01.12.2016;6
Quietude;01.12.2016;3
Santa Marina;01.12.2016;0
Tupiry;01.12.2016;7
Antártica;01.12.2016;5
Vila Sônia;01.12.2016;7
Glória;01.12.2016;1
Sítio do Campo;01.12.2016;8
Xixová;01.12.2016;6
Serra do Mar;01.12.2016;0
Não Informado;01.12.2016;0
Militar;01.12.2017;0
Canto do Forte;01.12.2017;1
Boqueirão;01.12.2017;19
Guilhermina;01.12.2017;19
Aviação;01.12.2017;13
Tupi;01.12.2017;12
Ocian;01.12.2017;12
Mirim;01.12.2017;11
Maracanã;01.12.2017;3
Caiçara;01.12.2017;10
Real ;01.12.2017;4
Flórida;01.12.2017;1
Solemar;01.12.2017;2
Cidade da Criança;01.12.2017;0
Princesa;01.12.2017;0
Imperador;01.12.2017;0
Melvi;01.12.2017;5
Samambaia;01.12.2017;7
Esmeralda;01.12.2017;3
Ribeirópolis;01.12.2017;3
Andaraguá;01.12.2017;0
Nova Mirim;01.12.2017;4
Anhanguera;01.12.2017;6
Quietude;01.12.2017;4
Santa Marina;01.12.2017;0
Tupiry;01.12.2017;2
Antártica;01.12.2017;0
Vila Sônia;01.12.2017;3
Glória;01.12.2017;8
Sítio do Campo;01.12.2017;9
Xixová;01.12.2017;4
Serra do Mar;01.12.2017;0
Não Informado;01.12.2017;0
Militar;01.12.2018;0
Canto do Forte;01.12.2018;2
Boqueirão;01.12.2018;9
Guilhermina;01.12.2018;12
Aviação;01.12.2018;9
Tupi;01.12.2018;11
Ocian;01.12.2018;7
Mirim;01.12.2018;5
Maracanã;01.12.2018;2
Caiçara;01.12.2018;7
Real ;01.12.2018;2
Flórida;01.12.2018;3
Solemar;01.12.2018;4
Cidade da Criança;01.12.2018;1
Princesa;01.12.2018;0
Imperador;01.12.2018;0
Melvi;01.12.2018;3
Samambaia;01.12.2018;3
Esmeralda;01.12.2018;5
Ribeirópolis;01.12.2018;2
Andaraguá;01.12.2018;1
Nova Mirim;01.12.2018;5
Anhanguera;01.12.2018;5
Quietude;01.12.2018;2
Santa Marina;01.12.2018;0
Tupiry;01.12.2018;4
Antártica;01.12.2018;2
Vila Sônia;01.12.2018;1
Glória;01.12.2018;2
Sítio do Campo;01.12.2018;6
Xixová;01.12.2018;3
Serra do Mar;01.12.2018;0
Não Informado;01.12.2018;1
Militar;01.12.2019;0
Canto do Forte;01.12.2019;4
Boqueirão;01.12.2019;8
Guilhermina;01.12.2019;3
Aviação;01.12.2019;5
Tupi;01.12.2019;2
Ocian;01.12.2019;1
Mirim;01.12.2019;6
Maracanã;01.12.2019;4
Caiçara;01.12.2019;1
Real ;01.12.2019;2
Flórida;01.12.2019;0
Solemar;01.12.2019;1
Cidade da Criança;01.12.2019;0
Princesa;01.12.2019;0
Imperador;01.12.2019;0
Melvi;01.12.2019;2
Samambaia;01.12.2019;3
Esmeralda;01.12.2019;1
Ribeirópolis;01.12.2019;3
Andaraguá;01.12.2019;0
Nova Mirim;01.12.2019;0
Anhanguera;01.12.2019;2
Quietude;01.12.2019;0
Santa Marina;01.12.2019;0
Tupiry;01.12.2019;0
Antártica;01.12.2019;3
Vila Sônia;01.12.2019;3
Glória;01.12.2019;2
Sítio do Campo;01.12.2019;8
Xixová;01.12.2019;7
Serra do Mar;01.12.2019;0
Não Informado;01.12.2019;0
Militar;01.12.2020;0
Canto do Forte;01.12.2020;5
Boqueirão;01.12.2020;9
Guilhermina;01.12.2020;5
Aviação;01.12.2020;4
Tupi;01.12.2020;7
Ocian;01.12.2020;4
Mirim;01.12.2020;9
Maracanã;01.12.2020;3
Caiçara;01.12.2020;6
Real ;01.12.2020;1
Flórida;01.12.2020;0
Solemar;01.12.2020;1
Cidade da Criança;01.12.2020;0
Princesa;01.12.2020;0
Imperador;01.12.2020;0
Melvi;01.12.2020;3
Samambaia;01.12.2020;10
Esmeralda;01.12.2020;0
Ribeirópolis;01.12.2020;4
Andaraguá;01.12.2020;0
Nova Mirim;01.12.2020;2
Anhanguera;01.12.2020;3
Quietude;01.12.2020;4
Santa Marina;01.12.2020;0
Tupiry;01.12.2020;1
Antártica;01.12.2020;3
Vila Sônia;01.12.2020;0
Glória;01.12.2020;4
Sítio do Campo;01.12.2020;10
Xixová;01.12.2020;6
Serra do Mar;01.12.2020;0
Não Informado;01.12.2020;6
Militar;01.12.2021;0
Canto do Forte;01.12.2021;2
Boqueirão;01.12.2021;6
Guilhermina;01.12.2021;11
Aviação;01.12.2021;10
Tupi;01.12.2021;8
Ocian;01.12.2021;3
Mirim;01.12.2021;6
Maracanã;01.12.2021;1
Caiçara;01.12.2021;6
Real ;01.12.2021;1
Flórida;01.12.2021;0
Solemar;01.12.2021;0
Cidade da Criança;01.12.2021;2
Princesa;01.12.2021;0
Imperador;01.12.2021;0
Melvi;01.12.2021;3
Samambaia;01.12.2021;5
Esmeralda;01.12.2021;5
Ribeirópolis;01.12.2021;1
Andaraguá;01.12.2021;0
Nova Mirim;01.12.2021;3
Anhanguera;01.12.2021;4
Quietude;01.12.2021;1
Santa Marina;01.12.2021;0
Tupiry;01.12.2021;1
Antártica;01.12.2021;2
Vila Sônia;01.12.2021;4
Glória;01.12.2021;1
Sítio do Campo;01.12.2021;12
Xixová;01.12.2021;7
Serra do Mar;01.12.2021;0
Não Informado;01.12.2021;1
Militar;01.01.2022;0
Canto do Forte;01.01.2022;1
Boqueirão;01.01.2022;7
Guilhermina;01.01.2022;10
Aviação;01.01.2022;4
Tupi;01.01.2022;6
Ocian;01.01.2022;4
Mirim;01.01.2022;5
Maracanã;01.01.2022;2
Caiçara;01.01.2022;6
Real ;01.01.2022;1
Flórida;01.01.2022;0
Solemar;01.01.2022;0
Cidade da Criança;01.01.2022;1
Princesa;01.01.2022;2
Imperador;01.01.2022;4
Melvi;01.01.2022;2
Samambaia;01.01.2022;2
Esmeralda;01.01.2022;3
Ribeirópolis;01.01.2022;2
Andaraguá;01.01.2022;1
Nova Mirim;01.01.2022;8
Anhanguera;01.01.2022;1
Quietude;01.01.2022;0
Santa Marina;01.01.2022;0
Tupiry;01.01.2022;1
Antártica;01.01.2022;3
Vila Sônia;01.01.2022;0
Glória;01.01.2022;0
Sítio do Campo;01.01.2022;9
Xixová;01.01.2022;0
Serra do Mar;01.01.2022;0
Não Informado;01.01.2022;2
Militar;01.02.2022;0
Canto do Forte;01.02.2022;7
Boqueirão;01.02.2022;4
Guilhermina;01.02.2022;4
Aviação;01.02.2022;3
Tupi;01.02.2022;5
Ocian;01.02.2022;4
Mirim;01.02.2022;6
Maracanã;01.02.2022;4
Caiçara;01.02.2022;3
Real ;01.02.2022;1
Flórida;01.02.2022;0
Solemar;01.02.2022;0
Cidade da Criança;01.02.2022;3
Princesa;01.02.2022;1
Imperador;01.02.2022;1
Melvi;01.02.2022;2
Samambaia;01.02.2022;3
Esmeralda;01.02.2022;1
Ribeirópolis;01.02.2022;5
Andaraguá;01.02.2022;1
Nova Mirim;01.02.2022;7
Anhanguera;01.02.2022;3
Quietude;01.02.2022;1
Santa Marina;01.02.2022;0
Tupiry;01.02.2022;1
Antártica;01.02.2022;4
Vila Sônia;01.02.2022;4
Glória;01.02.2022;3
Sítio do Campo;01.02.2022;13
Xixová;01.02.2022;0
Serra do Mar;01.02.2022;0
Não Informado;01.02.2022;1
Militar;01.03.2022;0
Canto do Forte;01.03.2022;3
Boqueirão;01.03.2022;14
Guilhermina;01.03.2022;9
Aviação;01.03.2022;9
Tupi;01.03.2022;5
Ocian;01.03.2022;6
Mirim;01.03.2022;2
Maracanã;01.03.2022;2
Caiçara;01.03.2022;2
Real ;01.03.2022;2
Flórida;01.03.2022;2
Solemar;01.03.2022;1
Cidade da Criança;01.03.2022;1
Princesa;01.03.2022;3
Imperador;01.03.2022;3
Melvi;01.03.2022;1
Samambaia;01.03.2022;0
Esmeralda;01.03.2022;8
Ribeirópolis;01.03.2022;6
Andaraguá;01.03.2022;1
Nova Mirim;01.03.2022;9
Anhanguera;01.03.2022;1
Quietude;01.03.2022;2
Santa Marina;01.03.2022;0
Tupiry;01.03.2022;1
Antártica;01.03.2022;6
Vila Sônia;01.03.2022;4
Glória;01.03.2022;3
Sítio do Campo;01.03.2022;17
Xixová;01.03.2022;0
Serra do Mar;01.03.2022;0
Não Informado;01.03.2022;0
Militar;01.04.2022;0
Canto do Forte;01.04.2022;4
Boqueirão;01.04.2022;5
Guilhermina;01.04.2022;13
Aviação;01.04.2022;6
Tupi;01.04.2022;4
Ocian;01.04.2022;6
Mirim;01.04.2022;1
Maracanã;01.04.2022;2
Caiçara;01.04.2022;6
Real ;01.04.2022;2
Flórida;01.04.2022;0
Solemar;01.04.2022;0
Cidade da Criança;01.04.2022;1
Princesa;01.04.2022;0
Imperador;01.04.2022;1
Melvi;01.04.2022;2
Samambaia;01.04.2022;1
Esmeralda;01.04.2022;4
